,id,buy
422,39584,0
423,39585,1
424,39586,0
425,39587,1
426,39588,0
427,39589,0
428,39590,0
429,39591,0
430,39592,0
431,39593,1
432,39594,0
433,39595,0
434,39596,0
435,39597,0
436,39598,0
437,39599,0
438,39600,0
439,39601,0
440,39602,0
441,39603,0
442,39604,0
443,39605,0
444,39606,0
445,39607,0
446,39608,0
447,39609,0
448,39610,0
449,39611,0
450,39612,0
451,39613,1
452,39614,0
453,39615,0
454,39616,0
455,39617,1
456,39618,0
457,39619,0
458,39620,0
459,39621,1
460,39622,0
461,39623,0
462,39624,0
463,39625,0
464,39626,0
465,39627,0
466,39628,0
467,39629,0
468,39630,0
469,39631,0
470,39632,0
471,39633,0
472,39634,0
473,39635,0
474,39636,0
475,39637,0
476,39638,0
477,39639,0
478,39640,0
479,39641,0
480,39642,0
481,39643,0
482,39644,0
483,39645,0
484,39646,0
485,39647,0
486,39648,0
487,39649,0
488,39650,0
489,39651,0
490,39652,0
491,39653,0
492,39654,0
493,39655,0
494,39656,0
495,39657,0
496,39658,0
497,39659,0
498,39660,0
499,39661,0
500,39662,0
501,39663,0
502,39664,0
503,39665,1
504,39666,0
505,39667,0
506,39668,0
507,39669,0
508,39670,0
509,39671,0
510,39672,0
511,39673,0
512,39674,0
513,39675,0
514,39676,0
515,39677,0
516,39678,0
517,39679,0
518,39680,0
519,39681,0
520,39682,0
521,39683,0
522,39684,0
523,39685,0
524,39686,0
525,39687,0
526,39688,0
527,39689,0
528,39690,0
529,39691,0
530,39692,0
531,39693,0
532,39694,0
533,39695,0
534,39696,0
535,39697,0
536,39698,0
537,39699,0
538,39700,0
539,39701,0
540,39702,0
541,39703,0
542,39704,0
543,39705,0
544,39706,0
545,39707,0
546,39708,0
547,39709,0
548,39710,0
549,39711,0
550,39712,0
551,39713,0
552,39714,0
553,39715,0
554,39716,1
555,39717,0
556,39718,0
557,39719,0
558,39720,0
559,39721,0
560,39722,0
561,39723,1
562,39724,0
563,39725,0
564,39726,0
565,39727,0
566,39728,0
567,39729,0
568,39730,0
569,39731,0
570,39732,0
571,39733,0
572,39734,1
573,39735,1
574,39736,0
575,39737,0
576,39738,0
577,39739,0
578,39740,0
579,39741,1
580,39742,0
581,39743,0
582,39744,0
583,39745,0
584,39746,1
585,39747,0
586,39748,0
587,39749,0
588,39750,0
589,39751,0
590,39752,0
591,39753,0
592,39754,0
593,39755,1
594,39756,0
595,39757,0
596,39758,0
597,39759,0
598,39760,0
599,39761,0
600,39762,0
601,39763,0
602,39764,1
603,39765,0
604,39766,0
605,39767,0
606,39768,0
607,39769,0
608,39770,0
609,39771,0
610,39772,0
611,39773,0
612,39774,0
613,39775,0
614,39776,0
615,39777,0
616,39778,0
617,39779,0
618,39780,0
619,39781,0
620,39782,0
621,39783,0
622,39784,0
623,39785,0
624,39786,0
625,39787,0
626,39788,0
627,39789,0
628,39790,0
629,39791,0
630,39792,0
631,39793,0
632,39794,0
633,39795,0
634,39796,0
635,39797,0
636,39798,0
637,39799,0
638,39800,0
639,39801,0
640,39802,0
641,39803,0
642,39804,0
643,39805,0
644,39806,0
645,39807,0
646,39808,0
647,39809,0
648,39810,0
649,39811,0
650,39812,0
651,39813,0
652,39814,0
653,39815,0
654,39816,0
655,39817,0
656,39818,0
657,39819,0
658,39820,0
659,39821,0
660,39822,0
661,39823,0
662,39824,0
663,39825,0
664,39826,0
665,39827,0
666,39828,0
667,39829,0
668,39830,0
669,39831,0
670,39832,0
671,39833,0
672,39834,0
673,39835,0
674,39836,0
675,39837,0
676,39838,0
677,39839,0
678,39840,0
679,39841,0
680,39842,0
681,39843,0
682,39844,0
683,39845,0
684,39846,0
685,39847,0
686,39848,0
687,39849,0
688,39850,0
689,39851,0
690,39852,0
691,39853,0
692,39854,0
693,39855,0
694,39856,0
695,39857,0
696,39858,0
697,39859,0
698,39860,0
699,39861,0
700,39862,0
701,39863,0
702,39864,0
703,39865,0
704,39866,0
705,39867,0
706,39868,0
707,39869,0
708,39870,0
709,39871,0
710,39872,0
711,39873,0
712,39874,0
713,39875,0
714,39876,0
715,39877,1
716,39878,0
717,39879,0
718,39880,0
719,39881,0
720,39882,0
721,39883,0
722,39884,0
723,39885,0
724,39886,0
725,39887,0
726,39888,0
727,39889,0
728,39890,0
729,39891,0
730,39892,0
731,39893,0
732,39894,0
733,39895,0
734,39896,0
735,39897,0
736,39898,0
737,39899,0
738,39900,0
739,39901,0
740,39902,0
741,39903,1
742,39904,0
743,39905,0
744,39906,0
745,39907,0
746,39908,0
747,39909,0
748,39910,0
749,39911,0
750,39912,0
751,39913,0
752,39914,0
753,39915,0
754,39916,0
755,39917,0
756,39918,0
757,39919,0
758,39920,0
759,39921,0
760,39922,0
761,39923,0
762,39924,0
763,39925,0
764,39926,0
765,39927,0
766,39928,0
767,39929,0
768,39930,0
769,39931,0
770,39932,0
771,39933,0
772,39934,0
773,39935,0
774,39936,0
775,39937,0
776,39938,0
777,39939,0
778,39940,0
779,39941,1
780,39942,0
781,39943,0
782,39944,0
783,39945,0
784,39946,0
785,39947,0
786,39948,0
787,39949,0
788,39950,0
789,39951,0
790,39952,0
791,39953,0
792,39954,0
793,39955,0
794,39956,0
795,39957,0
796,39958,0
797,39959,0
798,39960,0
799,39961,0
800,39962,0
801,39963,0
802,39964,0
803,39965,0
804,39966,0
805,39967,0
806,39968,0
807,39969,0
808,39970,0
809,39971,0
810,39972,0
811,39973,0
812,39974,0
813,39975,0
814,39976,0
815,39977,0
816,39978,0
817,39979,0
818,39980,0
819,39981,0
820,39982,0
821,39983,0
822,39984,0
823,39985,0
824,39986,0
825,39987,0
826,39988,0
827,39989,0
828,39990,0
829,39991,0
830,39992,0
831,39993,0
832,39994,0
833,39995,0
834,39996,0
835,39997,0
836,39998,0
837,39999,0
838,40000,0
839,40001,0
840,40002,0
841,40003,0
842,40004,0
843,40005,0
844,40006,0
845,40007,0
846,40008,0
847,40009,0
848,40010,0
849,40011,0
850,40012,0
851,40013,0
852,40014,0
853,40015,0
854,40016,0
855,40017,0
856,40018,0
857,40019,0
858,40020,0
859,40021,0
860,40022,0
861,40023,0
862,40024,0
863,40025,0
864,40026,0
865,40027,0
866,40028,0
867,40029,0
868,40030,0
869,40031,0
870,40032,0
871,40033,0
872,40034,0
873,40035,0
874,40036,0
875,40037,0
876,40038,0
877,40039,0
878,40040,0
879,40041,0
880,40042,0
881,40043,0
882,40044,0
883,40045,0
884,40046,0
885,40047,0
886,40048,0
887,40049,0
888,40050,0
889,40051,0
890,40052,0
891,40053,0
892,40054,0
893,40055,0
894,40056,0
895,40057,1
896,40058,0
897,40059,0
898,40060,0
899,40061,0
900,40062,0
901,40063,0
902,40064,0
903,40065,0
904,40066,0
905,40067,0
906,40068,0
907,40069,1
908,40070,0
909,40071,0
910,40072,0
911,40073,0
912,40074,0
913,40075,0
914,40076,0
915,40077,0
916,40078,0
917,40079,0
918,40080,0
919,40081,0
920,40082,0
921,40083,0
922,40084,0
923,40085,0
924,40086,0
925,40087,0
926,40088,0
927,40089,0
928,40090,0
929,40091,1
930,40092,0
931,40093,0
932,40094,0
933,40095,0
934,40096,0
935,40097,0
936,40098,0
937,40099,0
938,40100,0
939,40101,0
940,40102,0
941,40103,1
942,40104,0
943,40105,0
944,40106,0
945,40107,0
946,40108,0
947,40109,0
948,40110,0
949,40111,0
950,40112,0
951,40113,0
952,40114,0
953,40115,0
954,40116,0
955,40117,0
956,40118,0
957,40119,0
958,40120,0
959,40121,0
960,40122,0
961,40123,0
962,40124,0
963,40125,0
964,40126,0
965,40127,0
966,40128,0
967,40129,0
968,40130,0
969,40131,0
970,40132,0
971,40133,0
972,40134,0
973,40135,0
974,40136,0
975,40137,0
976,40138,0
977,40139,0
978,40140,0
979,40141,0
980,40142,0
981,40143,0
982,40144,0
983,40145,0
984,40146,0
985,40147,0
986,40148,0
987,40149,0
988,40150,0
989,40151,0
990,40152,0
991,40153,0
992,40154,0
993,40155,0
994,40156,0
995,40157,0
996,40158,0
997,40159,0
998,40160,0
999,40161,0
1000,40162,0
1001,40163,0
1002,40164,1
1003,40165,0
1004,40166,0
1005,40167,0
1006,40168,0
1007,40169,0
1008,40170,0
1009,40171,0
1010,40172,0
1011,40173,0
1012,40174,0
1013,40175,0
1014,40176,0
1015,40177,0
1016,40178,0
1017,40179,0
1018,40180,0
1019,40181,0
1020,40182,0
1021,40183,0
1022,40184,0
1023,40185,0
1024,40186,0
1025,40187,0
1026,40188,0
1027,40189,0
1028,40190,0
1029,40191,0
1030,40192,0
1031,40193,0
1032,40194,0
1033,40195,0
1034,40196,0
1035,40197,0
1036,40198,0
1037,40199,0
1038,40200,0
1039,40201,0
1040,40202,0
1041,40203,0
1042,40204,0
1043,40205,0
1044,40206,0
1045,40207,0
1046,40208,0
1047,40209,0
1048,40210,0
1049,40211,0
1050,40212,0
1051,40213,0
1052,40214,0
1053,40215,0
1054,40216,0
1055,40217,0
1056,40218,0
1057,40219,0
1058,40220,0
1059,40221,0
1060,40222,0
1061,40223,0
1062,40224,0
1063,40225,0
1064,40226,0
1065,40227,0
1066,40228,0
1067,40229,0
1068,40230,0
1069,40231,0
1070,40232,0
1071,40233,0
1072,40234,0
1073,40235,0
1074,40236,0
1075,40237,0
1076,40238,0
1077,40239,0
1078,40240,0
1079,40241,0
1080,40242,0
1081,40243,0
1082,40244,0
1083,40245,0
1084,40246,0
1085,40247,0
1086,40248,0
1087,40249,0
1088,40250,0
1089,40251,0
1090,40252,0
1091,40253,0
1092,40254,0
1093,40255,0
1094,40256,0
1095,40257,1
1096,40258,0
1097,40259,0
1098,40260,0
1099,40261,0
1100,40262,0
1101,40263,0
1102,40264,0
1103,40265,0
1104,40266,0
1105,40267,0
1106,40268,0
1107,40269,0
1108,40270,1
1109,40271,0
1110,40272,0
1111,40273,0
1112,40274,0
1113,40275,0
1114,40276,0
1115,40277,0
1116,40278,0
1117,40279,0
1118,40280,0
1119,40281,0
1120,40282,0
1121,40283,0
1122,40284,0
1123,40285,0
1124,40286,0
1125,40287,0
1126,40288,0
1127,40289,1
1128,40290,0
1129,40291,0
1130,40292,0
1131,40293,0
1132,40294,0
1133,40295,0
1134,40296,0
1135,40297,0
1136,40298,0
1137,40299,0
1138,40300,0
1139,40301,0
1140,40302,0
1141,40303,1
1142,40304,0
1143,40305,0
1144,40306,0
1145,40307,0
1146,40308,0
1147,40309,0
1148,40310,0
1149,40311,0
1150,40312,0
1151,40313,0
1152,40314,0
1153,40315,0
1154,40316,0
1155,40317,0
1156,40318,0
1157,40319,0
1158,40320,0
1159,40321,0
1160,40322,0
1161,40323,0
1162,40324,0
1163,40325,0
1164,40326,0
1165,40327,0
1166,40328,0
1167,40329,0
1168,40330,0
1169,40331,0
1170,40332,0
1171,40333,0
1172,40334,0
1173,40335,0
1174,40336,0
1175,40337,0
1176,40338,0
1177,40339,0
1178,40340,0
1179,40341,0
1180,40342,0
1181,40343,0
1182,40344,0
1183,40345,0
1184,40346,0
1185,40347,0
1186,40348,0
1187,40349,0
1188,40350,0
1189,40351,0
1190,40352,0
1191,40353,0
1192,40354,0
1193,40355,1
1194,40356,0
1195,40357,0
1196,40358,0
1197,40359,0
1198,40360,0
1199,40361,0
1200,40362,0
1201,40363,0
1202,40364,1
1203,40365,0
1204,40366,0
1205,40367,0
1206,40368,0
1207,40369,0
1208,40370,0
1209,40371,0
1210,40372,0
1211,40373,0
1212,40374,1
1213,40375,0
1214,40376,0
1215,40377,0
1216,40378,0
1217,40379,0
1218,40380,0
1219,40381,0
1220,40382,0
1221,40383,0
1222,40384,0
1223,40385,0
1224,40386,0
1225,40387,0
1226,40388,0
1227,40389,0
1228,40390,0
1229,40391,0
1230,40392,0
1231,40393,0
1232,40394,0
1233,40395,0
1234,40396,0
1235,40397,0
1236,40398,0
1237,40399,0
1238,40400,0
1239,40401,0
1240,40402,1
1241,40403,0
1242,40404,0
1243,40405,0
1244,40406,0
1245,40407,0
1246,40408,0
1247,40409,0
1248,40410,0
1249,40411,0
1250,40412,0
1251,40413,0
1252,40414,0
1253,40415,0
1254,40416,0
1255,40417,0
1256,40418,0
1257,40419,0
1258,40420,0
1259,40421,0
1260,40422,0
1261,40423,0
1262,40424,0
1263,40425,0
1264,40426,0
1265,40427,0
1266,40428,0
1267,40429,0
1268,40430,0
1269,40431,0
1270,40432,0
1271,40433,0
1272,40434,0
1273,40435,0
1274,40436,0
1275,40437,0
1276,40438,0
1277,40439,0
1278,40440,0
1279,40441,0
1280,40442,0
1281,40443,0
1282,40444,0
1283,40445,0
1284,40446,0
1285,40447,1
1286,40448,0
1287,40449,0
1288,40450,0
1289,40451,0
1290,40452,0
1291,40453,0
1292,40454,0
1293,40455,1
1294,40456,0
1295,40457,0
1296,40458,0
1297,40459,0
1298,40460,0
1299,40461,0
1300,40462,1
1301,40463,0
1302,40464,0
1303,40465,0
1304,40466,0
1305,40467,0
1306,40468,0
1307,40469,0
1308,40470,0
1309,40471,0
1310,40472,0
1311,40473,0
1312,40474,0
1313,40475,0
1314,40476,0
1315,40477,0
1316,40478,0
1317,40479,0
1318,40480,0
1319,40481,0
1320,40482,0
1321,40483,0
1322,40484,0
1323,40485,0
1324,40486,0
1325,40487,0
1326,40488,0
1327,40489,0
1328,40490,0
1329,40491,0
1330,40492,0
1331,40493,0
1332,40494,0
1333,40495,0
1334,40496,0
1335,40497,0
1336,40498,0
1337,40499,0
1338,40500,0
1339,40501,0
1340,40502,0
1341,40503,0
1342,40504,0
1343,40505,0
1344,40506,0
1345,40507,0
1346,40508,0
1347,40509,0
1348,40510,0
1349,40511,0
1350,40512,0
1351,40513,0
1352,40514,1
1353,40515,0
1354,40516,0
1355,40517,1
1356,40518,0
1357,40519,0
1358,40520,0
1359,40521,0
1360,40522,0
1361,40523,0
1362,40524,0
1363,40525,0
1364,40526,0
1365,40527,0
1366,40528,0
1367,40529,0
1368,40530,1
1369,40531,0
1370,40532,0
1371,40533,0
1372,40534,0
1373,40535,0
1374,40536,0
1375,40537,0
1376,40538,0
1377,40539,0
1378,40540,0
1379,40541,0
1380,40542,0
1381,40543,0
1382,40544,0
1383,40545,0
1384,40546,0
1385,40547,0
1386,40548,0
1387,40549,0
1388,40550,0
1389,40551,0
1390,40552,1
1391,40553,0
1392,40554,0
1393,40555,0
1394,40556,0
1395,40557,0
1396,40558,0
1397,40559,0
1398,40560,0
1399,40561,0
1400,40562,0
1401,40563,0
1402,40564,0
1403,40565,0
1404,40566,0
1405,40567,0
1406,40568,0
1407,40569,0
1408,40570,0
1409,40571,0
1410,40572,0
1411,40573,0
1412,40574,0
1413,40575,0
1414,40576,0
1415,40577,0
1416,40578,0
1417,40579,0
1418,40580,0
1419,40581,0
1420,40582,0
1421,40583,1
1422,40584,0
1423,40585,0
1424,40586,0
1425,40587,1
1426,40588,0
1427,40589,0
1428,40590,0
1429,40591,0
1430,40592,1
1431,40593,0
1432,40594,0
1433,40595,0
1434,40596,0
1435,40597,0
1436,40598,0
1437,40599,0
1438,40600,0
1439,40601,0
1440,40602,0
1441,40603,0
1442,40604,0
1443,40605,0
1444,40606,0
1445,40607,0
1446,40608,0
1447,40609,0
1448,40610,0
1449,40611,0
1450,40612,0
1451,40613,0
1452,40614,0
1453,40615,0
1454,40616,1
1455,40617,0
1456,40618,0
1457,40619,0
1458,40620,0
1459,40621,0
1460,40622,0
1461,40623,0
1462,40624,0
1463,40625,0
1464,40626,0
1465,40627,0
1466,40628,0
1467,40629,0
1468,40630,0
1469,40631,0
1470,40632,0
1471,40633,0
1472,40634,0
1473,40635,0
1474,40636,0
1475,40637,0
1476,40638,0
1477,40639,0
1478,40640,0
1479,40641,0
1480,40642,0
1481,40643,0
1482,40644,0
1483,40645,0
1484,40646,0
1485,40647,0
1486,40648,0
1487,40649,0
1488,40650,0
1489,40651,0
1490,40652,0
1491,40653,0
1492,40654,0
1493,40655,0
1494,40656,0
1495,40657,0
1496,40658,0
1497,40659,0
1498,40660,0
1499,40661,0
1500,40662,0
1501,40663,0
1502,40664,0
1503,40665,0
1504,40666,0
1505,40667,0
1506,40668,0
1507,40669,0
1508,40670,0
1509,40671,0
1510,40672,1
1511,40673,0
1512,40674,0
1513,40675,0
1514,40676,0
1515,40677,0
1516,40678,0
1517,40679,1
1518,40680,0
1519,40681,0
1520,40682,0
1521,40683,0
1522,40684,0
1523,40685,0
1524,40686,0
1525,40687,0
1526,40688,0
1527,40689,0
1528,40690,0
1529,40691,0
1530,40692,0
1531,40693,0
1532,40694,0
1533,40695,0
1534,40696,0
1535,40697,0
1536,40698,0
1537,40699,0
1538,40700,0
1539,40701,0
1540,40702,0
1541,40703,0
1542,40704,0
1543,40705,1
1544,40706,0
1545,40707,0
1546,40708,0
1547,40709,0
1548,40710,0
1549,40711,0
1550,40712,1
1551,40713,0
1552,40714,0
1553,40715,0
1554,40716,0
1555,40717,0
1556,40718,0
1557,40719,0
1558,40720,0
1559,40721,0
1560,40722,0
1561,40723,0
1562,40724,0
1563,40725,0
1564,40726,0
1565,40727,0
1566,40728,0
1567,40729,0
1568,40730,0
1569,40731,0
1570,40732,0
1571,40733,0
1572,40734,0
1573,40735,0
1574,40736,0
1575,40737,0
1576,40738,0
1577,40739,0
1578,40740,0
1579,40741,0
1580,40742,0
1581,40743,0
1582,40744,0
1583,40745,0
1584,40746,0
1585,40747,0
1586,40748,0
1587,40749,0
1588,40750,0
1589,40751,0
1590,40752,0
1591,40753,1
1592,40754,0
1593,40755,0
1594,40756,0
1595,40757,0
1596,40758,0
1597,40759,0
1598,40760,0
1599,40761,0
1600,40762,0
1601,40763,0
1602,40764,0
1603,40765,0
1604,40766,0
1605,40767,0
1606,40768,0
1607,40769,0
1608,40770,0
1609,40771,0
1610,40772,0
1611,40773,0
1612,40774,0
1613,40775,0
1614,40776,0
1615,40777,0
1616,40778,0
1617,40779,0
1618,40780,0
1619,40781,0
1620,40782,0
1621,40783,0
1622,40784,0
1623,40785,0
1624,40786,0
1625,40787,0
1626,40788,0
1627,40789,0
1628,40790,0
1629,40791,0
1630,40792,0
1631,40793,0
1632,40794,0
1633,40795,0
1634,40796,0
1635,40797,0
1636,40798,0
1637,40799,0
1638,40800,0
1639,40801,0
1640,40802,0
1641,40803,0
1642,40804,0
1643,40805,0
1644,40806,0
1645,40807,0
1646,40808,0
1647,40809,0
1648,40810,0
1649,40811,0
1650,40812,0
1651,40813,0
1652,40814,0
1653,40815,0
1654,40816,0
1655,40817,0
1656,40818,0
1657,40819,0
1658,40820,0
1659,40821,0
1660,40822,0
1661,40823,1
1662,40824,0
1663,40825,0
1664,40826,1
1665,40827,0
1666,40828,0
1667,40829,1
1668,40830,0
1669,40831,0
1670,40832,0
1671,40833,0
1672,40834,0
1673,40835,0
1674,40836,0
1675,40837,0
1676,40838,0
1677,40839,0
1678,40840,0
1679,40841,0
1680,40842,0
1681,40843,0
1682,40844,0
1683,40845,0
1684,40846,0
1685,40847,0
1686,40848,1
1687,40849,0
1688,40850,0
1689,40851,0
1690,40852,0
1691,40853,0
1692,40854,0
1693,40855,0
1694,40856,0
1695,40857,0
1696,40858,0
1697,40859,0
1698,40860,0
1699,40861,0
1700,40862,0
1701,40863,0
1702,40864,0
1703,40865,0
1704,40866,0
1705,40867,0
1706,40868,0
1707,40869,0
1708,40870,0
1709,40871,0
1710,40872,0
1711,40873,0
1712,40874,0
1713,40875,0
1714,40876,0
1715,40877,0
1716,40878,0
1717,40879,0
1718,40880,0
1719,40881,0
1720,40882,0
1721,40883,0
1722,40884,0
1723,40885,0
1724,40886,0
1725,40887,0
1726,40888,0
1727,40889,0
1728,40890,0
1729,40891,0
1730,40892,0
1731,40893,0
1732,40894,0
1733,40895,0
1734,40896,0
1735,40897,0
1736,40898,0
1737,40899,0
1738,40900,0
1739,40901,0
1740,40902,0
1741,40903,0
1742,40904,0
1743,40905,0
1744,40906,0
1745,40907,0
1746,40908,0
1747,40909,0
1748,40910,0
1749,40911,0
1750,40912,0
1751,40913,0
1752,40914,0
1753,40915,0
1754,40916,0
1755,40917,0
1756,40918,0
1757,40919,0
1758,40920,0
1759,40921,0
1760,40922,0
1761,40923,1
1762,40924,0
1763,40925,0
1764,40926,0
1765,40927,0
1766,40928,0
1767,40929,0
1768,40930,0
1769,40931,0
1770,40932,0
1771,40933,0
1772,40934,0
1773,40935,0
1774,40936,0
1775,40937,0
1776,40938,0
1777,40939,0
1778,40940,0
1779,40941,0
1780,40942,0
1781,40943,0
1782,40944,0
1783,40945,0
1784,40946,0
1785,40947,0
1786,40948,0
1787,40949,0
1788,40950,0
1789,40951,0
1790,40952,0
1791,40953,0
1792,40954,0
1793,40955,0
1794,40956,0
1795,40957,0
1796,40958,0
1797,40959,0
1798,40960,0
1799,40961,0
1800,40962,0
1801,40963,0
1802,40964,0
1803,40965,0
1804,40966,0
1805,40967,0
1806,40968,0
1807,40969,0
1808,40970,0
1809,40971,0
1810,40972,0
1811,40973,0
1812,40974,0
1813,40975,0
1814,40976,0
1815,40977,0
1816,40978,0
1817,40979,0
1818,40980,0
1819,40981,0
1820,40982,0
1821,40983,0
1822,40984,0
1823,40985,0
1824,40986,0
1825,40987,0
1826,40988,0
1827,40989,0
1828,40990,0
1829,40991,1
1830,40992,0
1831,40993,0
1832,40994,0
1833,40995,0
1834,40996,0
1835,40997,0
1836,40998,0
1837,40999,0
1838,41000,0
1839,41001,0
1840,41002,0
1841,41003,0
1842,41004,0
1843,41005,0
1844,41006,0
1845,41007,0
1846,41008,0
1847,41009,0
1848,41010,0
1849,41011,0
1850,41012,0
1851,41013,0
1852,41014,0
1853,41015,0
1854,41016,0
1855,41017,0
1856,41018,0
1857,41019,0
1858,41020,0
1859,41021,0
1860,41022,0
1861,41023,0
1862,41024,0
1863,41025,0
1864,41026,0
1865,41027,0
1866,41028,0
1867,41029,1
1868,41030,0
1869,41031,0
1870,41032,0
1871,41033,0
1872,41034,0
